TRIP_ID,GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE,FEMALE
1570,2,0,1,175,2,0,8,1,1,2,1,3,0,22,25,1,0,1,54,199,30,28,259,30,1,0,0,1,0
1571,2,0,1,175,2,0,8,1,1,2,1,3,0,22,25,1,0,1,54,239,60,28,239,20,0,0,0,1,0
1572,2,0,1,175,2,0,8,1,1,2,1,3,0,22,25,1,0,1,54,179,30,30,239,10,1,0,0,2,0
1573,2,0,1,175,2,0,8,1,1,2,1,3,0,22,25,1,0,1,54,199,60,30,318,30,0,0,0,1,0
1574,2,0,1,175,2,0,8,1,1,2,1,3,0,22,25,1,0,1,61,239,30,30,259,30,0,0,0,2,0
1575,2,0,1,176,2,0,8,1,1,4,0,1,1,22,25,1,1,1,53,2007,30,24,2408,10,0,40,20,2,1
1576,2,0,1,176,2,0,8,1,1,4,0,1,1,22,25,1,1,1,53,2007,120,22,3211,10,1,52,32,1,1
1577,2,0,1,176,2,0,8,1,1,4,0,1,1,22,25,1,1,1,53,1806,30,20,3211,20,0,52,25,1,1
1578,2,0,1,176,2,0,8,1,1,4,0,1,1,22,25,1,1,1,43,1806,60,20,3211,30,1,32,32,1,1
1579,2,0,1,176,2,0,8,1,1,4,0,1,1,22,25,1,1,1,46,2007,30,20,2609,30,1,52,20,1,1
1580,2,0,1,176,2,0,8,1,1,4,0,1,1,22,25,1,1,1,46,1806,30,22,2408,10,1,32,25,1,1
1581,2,0,1,176,2,0,8,1,1,4,0,1,1,22,25,1,1,1,46,2408,60,20,2408,20,0,32,20,2,1
1582,2,0,1,176,2,0,8,1,1,4,0,1,1,22,25,1,1,1,53,2408,30,22,2609,30,0,32,32,2,1
1583,2,0,1,176,2,0,8,1,1,4,0,1,1,22,25,1,1,1,46,2007,60,22,3211,30,0,40,25,1,1
1584,2,0,1,177,2,0,8,2,1,2,0,2,0,25,22,1,1,1,74,235,30,45,282,10,0,60,24,2,1
1585,2,0,1,177,2,0,8,2,1,2,0,2,0,25,22,1,1,1,74,211,30,41,376,20,0,78,30,2,1
1586,2,0,1,177,2,0,8,2,1,2,0,2,0,25,22,1,1,1,74,235,120,43,376,10,1,78,39,2,1
1587,2,0,1,177,2,0,8,2,1,2,0,2,0,25,22,1,1,1,64,211,60,41,376,30,1,48,39,2,1
1588,2,0,1,177,2,0,8,2,1,2,0,2,0,25,22,1,1,1,67,235,30,41,305,30,1,78,24,2,1
1589,2,0,1,177,2,0,8,2,1,2,0,2,0,25,22,1,1,1,67,282,60,41,282,20,0,48,24,2,1
1590,2,0,1,177,2,0,8,2,1,2,0,2,0,25,22,1,1,1,67,211,30,43,282,10,1,48,30,2,1
1591,2,0,1,177,2,0,8,2,1,2,0,2,0,25,22,1,1,1,67,235,60,43,376,30,0,60,30,2,1
1592,2,0,1,177,2,0,8,2,1,2,0,2,0,25,22,1,1,1,74,282,30,43,305,30,0,48,39,2,1
1593,2,0,1,178,2,0,8,2,1,2,1,1,0,22,25,1,1,1,66,360,120,31,360,30,1,60,40,2,0
1594,2,0,1,178,2,0,8,2,1,2,1,1,0,22,25,1,1,1,66,270,120,35,390,20,1,48,32,2,0
1595,2,0,1,178,2,0,8,2,1,2,1,1,0,22,25,1,1,1,52,270,120,33,360,30,0,78,32,2,0
1596,2,0,1,178,2,0,8,2,1,2,1,1,0,22,25,1,1,1,57,270,60,35,390,10,0,78,52,2,0
1597,2,0,1,178,2,0,8,2,1,2,1,1,0,22,25,1,1,1,57,300,120,35,360,30,0,48,52,2,0
1598,2,0,1,178,2,0,8,2,1,2,1,1,0,22,25,1,1,1,52,360,60,33,390,10,1,60,32,2,0
1599,2,0,1,178,2,0,8,2,1,2,1,1,0,22,25,1,1,1,52,300,60,35,360,20,1,78,40,2,0
1600,2,0,1,178,2,0,8,2,1,2,1,1,0,22,25,1,1,1,57,360,30,35,480,20,1,60,52,2,0
1601,2,0,1,178,2,0,8,2,1,2,1,1,0,22,25,1,1,1,52,300,120,31,390,20,0,60,52,2,0
1602,2,0,1,179,2,0,8,2,1,2,1,3,0,25,22,1,1,1,66,223,30,37,268,10,0,40,24,2,0
1603,2,0,1,179,2,0,8,2,1,2,1,3,0,25,22,1,1,1,66,201,30,33,357,20,0,52,30,1,0
1604,2,0,1,179,2,0,8,2,1,2,1,3,0,25,22,1,1,1,66,223,120,35,357,10,1,52,39,2,0
1605,2,0,1,179,2,0,8,2,1,2,1,3,0,25,22,1,1,1,56,201,60,33,357,30,1,32,39,2,0
1606,2,0,1,179,2,0,8,2,1,2,1,3,0,25,22,1,1,1,59,223,30,33,290,30,1,52,24,2,0
1607,2,0,1,179,2,0,8,2,1,2,1,3,0,25,22,1,1,1,59,268,60,33,268,20,0,32,24,2,0
1608,2,0,1,179,2,0,8,2,1,2,1,3,0,25,22,1,1,1,59,201,30,35,268,10,1,32,30,2,0
1609,2,0,1,179,2,0,8,2,1,2,1,3,0,25,22,1,1,1,59,223,60,35,357,30,0,40,30,2,0
1610,2,0,1,179,2,0,8,2,1,2,1,3,0,25,22,1,1,1,66,268,30,35,290,30,0,32,39,2,0
1611,2,0,1,180,2,0,8,3,1,2,0,1,0,22,25,1,1,1,69,308,120,32,308,30,1,60,40,2,1
1612,2,0,1,180,2,0,8,3,1,2,0,1,0,22,25,1,1,1,69,231,120,36,334,20,1,48,32,2,1
1613,2,0,1,180,2,0,8,3,1,2,0,1,0,22,25,1,1,1,53,231,120,34,308,30,0,78,32,2,1
1614,2,0,1,180,2,0,8,3,1,2,0,1,0,22,25,1,1,1,58,231,60,36,334,10,0,78,52,2,1
1615,2,0,1,180,2,0,8,3,1,2,0,1,0,22,25,1,1,1,58,257,120,36,308,30,0,48,52,2,1
1616,2,0,1,180,2,0,8,3,1,2,0,1,0,22,25,1,1,1,53,308,60,34,334,10,1,60,32,2,1
1617,2,0,1,180,2,0,8,3,1,2,0,1,0,22,25,1,1,1,53,257,60,36,308,20,1,78,40,2,1
1618,2,0,1,180,2,0,8,3,1,2,0,1,0,22,25,1,1,1,58,308,30,36,411,20,1,60,52,1,1
1619,2,0,1,180,2,0,8,3,1,2,0,1,0,22,25,1,1,1,53,257,120,32,334,20,0,60,52,2,1
1620,2,0,1,181,2,0,8,3,1,2,0,2,0,22,25,1,1,1,69,246,30,36,295,10,0,60,32,2,1
1621,2,0,1,181,2,0,8,3,1,2,0,2,0,22,25,1,1,1,69,221,30,32,394,20,0,78,40,2,1
1622,2,0,1,181,2,0,8,3,1,2,0,2,0,22,25,1,1,1,69,246,120,34,394,10,1,78,52,2,1
1623,2,0,1,181,2,0,8,3,1,2,0,2,0,22,25,1,1,1,53,221,60,32,394,30,1,48,52,2,1
1624,2,0,1,181,2,0,8,3,1,2,0,2,0,22,25,1,1,1,58,246,30,32,320,30,1,78,32,2,1
1625,2,0,1,181,2,0,8,3,1,2,0,2,0,22,25,1,1,1,58,295,60,32,295,20,0,48,32,2,1
1626,2,0,1,181,2,0,8,3,1,2,0,2,0,22,25,1,1,1,58,221,30,34,295,10,1,48,40,2,1
1627,2,0,1,181,2,0,8,3,1,2,0,2,0,22,25,1,1,1,58,246,60,34,394,30,0,60,40,2,1
1628,2,0,1,181,2,0,8,3,1,2,0,2,0,22,25,1,1,1,69,295,30,34,320,30,0,48,52,2,1
1629,2,0,1,182,2,0,10,1,1,2,0,2,0,1,17,1,1,1,105,180,120,52,195,20,0,78,40,2,1
1630,2,0,1,182,2,0,10,1,1,2,0,2,0,1,17,1,1,1,95,180,30,49,180,10,0,78,52,2,1
1631,2,0,1,182,2,0,10,1,1,2,0,2,0,1,17,1,1,1,124,180,60,56,240,30,0,78,32,3,1
1632,2,0,1,182,2,0,10,1,1,2,0,2,0,1,17,1,1,1,95,150,30,52,240,20,0,48,32,3,1
1633,2,0,1,182,2,0,10,1,1,2,0,2,0,1,17,1,1,1,124,135,60,52,180,20,0,60,52,2,1
1634,2,0,1,182,2,0,10,1,1,2,0,2,0,1,17,1,1,1,105,135,120,49,240,10,0,60,32,3,1
1635,2,0,1,182,2,0,10,1,1,2,0,2,0,1,17,1,1,1,95,180,120,56,240,10,0,48,40,3,1
1636,2,0,1,182,2,0,10,1,1,2,0,2,0,1,17,1,1,1,95,135,30,56,195,30,0,60,40,3,1
1637,2,0,1,182,2,0,10,1,1,2,0,2,0,1,17,1,1,1,124,150,60,49,195,10,0,48,40,1,1
1638,2,0,1,183,2,0,10,2,1,1,0,1,1,22,25,1,1,1,61,1500,30,32,1800,10,0,50,24,2,1
1639,2,0,1,183,2,0,10,2,1,1,0,1,1,22,25,1,1,1,61,1350,30,28,2400,20,0,65,30,2,1
1640,2,0,1,183,2,0,10,2,1,1,0,1,1,22,25,1,1,1,61,1500,120,30,2400,10,1,65,39,2,1
1641,2,0,1,183,2,0,10,2,1,1,0,1,1,22,25,1,1,1,51,1350,60,28,2400,30,1,40,39,2,1
1642,2,0,1,183,2,0,10,2,1,1,0,1,1,22,25,1,1,1,54,1500,30,28,1950,30,1,65,24,2,1
1643,2,0,1,183,2,0,10,2,1,1,0,1,1,22,25,1,1,1,54,1800,60,28,1800,20,0,40,24,2,1
1644,2,0,1,183,2,0,10,2,1,1,0,1,1,22,25,1,1,1,54,1350,30,30,1800,10,1,40,30,2,1
1645,2,0,1,183,2,0,10,2,1,1,0,1,1,22,25,1,1,1,54,1500,60,30,2400,30,0,50,30,2,1
1646,2,0,1,183,2,0,10,2,1,1,0,1,1,22,25,1,1,1,61,1800,30,30,1950,30,0,40,39,2,1
1647,2,0,1,184,2,1,1,1,0,3,0,1,0,2,1,1,0,1,149,82,120,94,90,20,0,0,0,2,1
1648,2,0,1,184,2,1,1,1,0,3,0,1,0,2,1,1,0,1,138,82,30,91,84,10,0,0,0,2,1
1649,2,0,1,184,2,1,1,1,0,3,0,1,0,2,1,1,0,1,171,82,60,98,105,30,0,0,0,2,1
1650,2,0,1,184,2,1,1,1,0,3,0,1,0,2,1,1,0,1,138,68,30,94,90,20,0,0,0,1,1
1651,2,0,1,184,2,1,1,1,0,3,0,1,0,2,1,1,0,1,171,61,60,94,71,20,0,0,0,2,1
1652,2,0,1,184,2,1,1,1,0,3,0,1,0,2,1,1,0,1,149,61,120,91,84,10,0,0,0,2,1
1653,2,0,1,184,2,1,1,1,0,3,0,1,0,2,1,1,0,1,138,82,120,98,105,10,0,0,0,2,1
1654,2,0,1,184,2,1,1,1,0,3,0,1,0,2,1,1,0,1,138,61,30,98,76,30,0,0,0,1,1
1655,2,0,1,184,2,1,1,1,0,3,0,1,0,2,1,1,0,1,171,68,60,91,81,10,0,0,0,2,1
1656,2,0,1,185,2,1,1,1,1,2,0,2,0,1,2,1,1,1,99,72,120,44,84,20,0,104,50,2,1
1657,2,0,1,185,2,1,1,1,1,2,0,2,0,1,2,1,1,1,113,72,60,48,94,30,0,104,40,2,1
1658,2,0,1,185,2,1,1,1,1,2,0,2,0,1,2,1,1,1,92,72,30,41,78,10,0,104,65,2,1
1659,2,0,1,185,2,1,1,1,1,2,0,2,0,1,2,1,1,1,92,60,30,44,84,20,0,64,40,2,1
1660,2,0,1,185,2,1,1,1,1,2,0,2,0,1,2,1,1,1,113,54,60,44,65,20,0,80,65,2,1
1661,2,0,1,185,2,1,1,1,1,2,0,2,0,1,2,1,1,1,92,72,120,48,94,10,0,64,50,2,1
1662,2,0,1,185,2,1,1,1,1,2,0,2,0,1,2,1,1,1,99,54,120,41,78,10,0,80,40,2,1
1663,2,0,1,185,2,1,1,1,1,2,0,2,0,1,2,1,1,1,113,60,60,41,74,10,0,64,50,2,1
1664,2,0,1,185,2,1,1,1,1,2,0,2,0,1,2,1,1,1,92,54,30,48,68,30,0,80,50,2,1
1665,2,0,1,186,2,1,1,1,1,2,1,4,0,10,25,1,0,1,130,54,30,104,60,10,0,0,0,2,0
1666,2,0,1,186,2,1,1,1,1,2,1,4,0,10,25,1,0,1,130,54,120,102,68,10,1,0,0,2,0
1667,2,0,1,186,2,1,1,1,1,2,1,4,0,10,25,1,0,1,130,49,30,100,65,20,0,0,0,2,0
1668,2,0,1,186,2,1,1,1,1,2,1,4,0,10,25,1,0,1,105,49,60,100,65,30,1,0,0,1,0
1669,2,0,1,186,2,1,1,1,1,2,1,4,0,10,25,1,0,1,113,54,30,100,60,30,1,0,0,1,0
1670,2,0,1,186,2,1,1,1,1,2,1,4,0,10,25,1,0,1,113,49,30,102,54,10,1,0,0,1,0
1671,2,0,1,186,2,1,1,1,1,2,1,4,0,10,25,1,0,1,113,65,60,100,71,20,0,0,0,1,0
1672,2,0,1,186,2,1,1,1,1,2,1,4,0,10,25,1,0,1,130,65,30,102,71,30,0,0,0,2,0
1673,2,0,1,186,2,1,1,1,1,2,1,4,0,10,25,1,0,1,113,54,60,102,68,30,0,0,0,1,0
1674,2,0,1,187,2,1,1,1,1,3,1,3,0,17,2,1,1,1,172,94,120,92,94,30,1,120,140,2,0
1675,2,0,1,187,2,1,1,1,1,3,1,3,0,17,2,1,1,1,131,70,120,95,78,30,0,156,112,2,0
1676,2,0,1,187,2,1,1,1,1,3,1,3,0,17,2,1,1,1,172,70,120,99,81,20,1,96,112,2,0
1677,2,0,1,187,2,1,1,1,1,3,1,3,0,17,2,1,1,1,145,70,60,99,81,10,0,156,182,2,0
1678,2,0,1,187,2,1,1,1,1,3,1,3,0,17,2,1,1,1,145,78,120,99,84,30,0,96,182,2,0
1679,2,0,1,187,2,1,1,1,1,3,1,3,0,17,2,1,1,1,131,78,60,99,84,20,1,156,140,2,0
1680,2,0,1,187,2,1,1,1,1,3,1,3,0,17,2,1,1,1,131,94,60,95,99,10,1,120,112,2,0
1681,2,0,1,187,2,1,1,1,1,3,1,3,0,17,2,1,1,1,131,78,120,92,88,20,0,120,182,2,0
1682,2,0,1,187,2,1,1,1,1,3,1,3,0,17,2,1,1,1,145,94,30,99,112,20,1,120,182,2,0
1683,2,0,1,188,2,1,1,2,0,2,1,2,0,1,25,1,0,1,261,105,30,106,118,10,0,0,0,2,0
1684,2,0,1,188,2,1,1,2,0,2,1,2,0,1,25,1,0,1,261,94,30,88,133,20,0,0,0,2,0
1685,2,0,1,188,2,1,1,2,0,2,1,2,0,1,25,1,0,1,261,105,120,96,146,10,1,0,0,2,0
1686,2,0,1,188,2,1,1,2,0,2,1,2,0,1,25,1,0,1,207,94,60,88,133,30,1,0,0,2,0
1687,2,0,1,188,2,1,1,2,0,2,1,2,0,1,25,1,0,1,225,105,30,88,122,30,1,0,0,2,0
1688,2,0,1,188,2,1,1,2,0,2,1,2,0,1,25,1,0,1,225,126,60,88,133,20,0,0,0,2,0
1689,2,0,1,188,2,1,1,2,0,2,1,2,0,1,25,1,0,1,225,94,30,96,109,10,1,0,0,2,0
1690,2,0,1,188,2,1,1,2,0,2,1,2,0,1,25,1,0,1,225,105,60,96,146,30,0,0,0,2,0
1691,2,0,1,188,2,1,1,2,0,2,1,2,0,1,25,1,0,1,261,126,30,96,140,30,0,0,0,2,0
1692,2,0,1,189,2,1,1,2,1,2,1,1,0,25,22,1,1,1,61,35,120,28,38,30,1,40,25,2,0
1693,2,0,1,189,2,1,1,2,1,2,1,1,0,25,22,1,1,1,51,26,120,30,32,30,0,52,20,2,0
1694,2,0,1,189,2,1,1,2,1,2,1,1,0,25,22,1,1,1,61,26,120,32,32,20,1,32,20,3,0
1695,2,0,1,189,2,1,1,2,1,2,1,1,0,25,22,1,1,1,54,26,60,32,32,10,0,52,32,2,0
1696,2,0,1,189,2,1,1,2,1,2,1,1,0,25,22,1,1,1,54,29,120,32,34,30,0,32,32,2,0
1697,2,0,1,189,2,1,1,2,1,2,1,1,0,25,22,1,1,1,51,29,60,32,34,20,1,52,25,2,0
1698,2,0,1,189,2,1,1,2,1,2,1,1,0,25,22,1,1,1,51,35,60,30,42,10,1,40,20,3,0
1699,2,0,1,189,2,1,1,2,1,2,1,1,0,25,22,1,1,1,51,29,120,28,36,20,0,40,32,2,0
1700,2,0,1,189,2,1,1,2,1,2,1,1,0,25,22,1,1,1,54,35,30,32,53,20,1,40,32,1,0
1701,2,0,1,190,2,1,1,3,1,3,1,3,0,17,2,1,1,1,190,91,120,111,94,30,1,120,70,2,0
1702,2,0,1,190,2,1,1,3,1,3,1,3,0,17,2,1,1,1,151,68,120,114,78,30,0,156,56,2,0
1703,2,0,1,190,2,1,1,3,1,3,1,3,0,17,2,1,1,1,190,68,120,118,81,20,1,96,56,3,0
1704,2,0,1,190,2,1,1,3,1,3,1,3,0,17,2,1,1,1,164,68,60,118,81,10,0,156,91,2,0
1705,2,0,1,190,2,1,1,3,1,3,1,3,0,17,2,1,1,1,164,76,120,118,84,30,0,96,91,2,0
1706,2,0,1,190,2,1,1,3,1,3,1,3,0,17,2,1,1,1,151,76,60,118,84,20,1,156,70,2,0
1707,2,0,1,190,2,1,1,3,1,3,1,3,0,17,2,1,1,1,151,91,60,114,99,10,1,120,56,2,0
1708,2,0,1,190,2,1,1,3,1,3,1,3,0,17,2,1,1,1,151,76,120,111,88,20,0,120,91,2,0
1709,2,0,1,190,2,1,1,3,1,3,1,3,0,17,2,1,1,1,164,91,30,118,112,20,1,120,91,3,0
1710,2,0,1,191,2,1,2,2,1,3,1,3,0,25,22,1,0,1,61,17,30,32,20,10,0,0,0,2,0
1711,2,0,1,191,2,1,2,2,1,3,1,3,0,25,22,1,0,1,61,15,30,28,23,20,0,0,0,1,0
1712,2,0,1,191,2,1,2,2,1,3,1,3,0,25,22,1,0,1,61,17,120,30,26,10,1,0,0,2,0
1713,2,0,1,191,2,1,2,2,1,3,1,3,0,25,22,1,0,1,51,15,60,28,23,30,1,0,0,1,0
1714,2,0,1,191,2,1,2,2,1,3,1,3,0,25,22,1,0,1,54,17,30,28,22,30,1,0,0,1,0
1715,2,0,1,191,2,1,2,2,1,3,1,3,0,25,22,1,0,1,54,20,60,28,23,20,0,0,0,2,0
1716,2,0,1,191,2,1,2,2,1,3,1,3,0,25,22,1,0,1,54,15,30,30,19,10,1,0,0,2,0
1717,2,0,1,191,2,1,2,2,1,3,1,3,0,25,22,1,0,1,54,17,60,30,26,30,0,0,0,1,0
1718,2,0,1,191,2,1,2,2,1,3,1,3,0,25,22,1,0,1,61,20,30,30,26,30,0,0,0,1,0
1719,2,0,1,192,2,1,3,1,1,2,1,1,0,22,1,1,1,1,219,176,30,86,198,10,0,150,68,2,0
1720,2,0,1,192,2,1,3,1,1,2,1,1,0,22,1,1,1,1,219,176,120,78,245,10,1,195,110,1,0
1721,2,0,1,192,2,1,3,1,1,2,1,1,0,22,1,1,1,1,219,158,30,72,225,20,0,195,85,1,0
1722,2,0,1,192,2,1,3,1,1,2,1,1,0,22,1,1,1,1,170,158,60,72,225,30,1,120,110,1,0
1723,2,0,1,192,2,1,3,1,1,2,1,1,0,22,1,1,1,1,186,176,30,72,210,30,1,195,68,1,0
1724,2,0,1,192,2,1,3,1,1,2,1,1,0,22,1,1,1,1,186,158,30,78,184,10,1,120,85,1,0
1725,2,0,1,192,2,1,3,1,1,2,1,1,0,22,1,1,1,1,186,211,60,72,225,20,0,120,68,2,0
1726,2,0,1,192,2,1,3,1,1,2,1,1,0,22,1,1,1,1,219,211,30,78,245,30,0,120,110,1,0
1727,2,0,1,192,2,1,3,1,1,2,1,1,0,22,1,1,1,1,186,176,60,78,245,30,0,150,85,1,0
1728,2,0,1,193,2,1,3,2,1,2,0,2,0,22,25,1,1,1,76,70,120,43,77,30,1,60,30,2,1
1729,2,0,1,193,2,1,3,2,1,2,0,2,0,22,25,1,1,1,66,52,120,45,63,30,0,78,24,2,1
1730,2,0,1,193,2,1,3,2,1,2,0,2,0,22,25,1,1,1,76,52,120,47,65,20,1,48,24,3,1
1731,2,0,1,193,2,1,3,2,1,2,0,2,0,22,25,1,1,1,69,52,60,47,65,10,0,78,39,2,1
1732,2,0,1,193,2,1,3,2,1,2,0,2,0,22,25,1,1,1,69,58,120,47,68,30,0,48,39,3,1
1733,2,0,1,193,2,1,3,2,1,2,0,2,0,22,25,1,1,1,66,58,60,47,68,20,1,78,30,2,1
1734,2,0,1,193,2,1,3,2,1,2,0,2,0,22,25,1,1,1,66,70,60,45,85,10,1,60,24,2,1
1735,2,0,1,193,2,1,3,2,1,2,0,2,0,22,25,1,1,1,66,58,120,43,72,20,0,60,39,2,1
1736,2,0,1,193,2,1,3,2,1,2,0,2,0,22,25,1,1,1,69,70,30,47,106,20,1,60,39,3,1
1737,2,0,1,194,2,1,5,2,1,1,1,4,0,17,25,1,0,1,328,83,30,101,100,10,0,0,0,1,0
1738,2,0,1,194,2,1,5,2,1,1,1,4,0,17,25,1,0,1,328,83,120,87,133,10,1,0,0,2,0
1739,2,0,1,194,2,1,5,2,1,1,1,4,0,17,25,1,0,1,328,75,30,76,133,20,0,0,0,2,0
1740,2,0,1,194,2,1,5,2,1,1,1,4,0,17,25,1,0,1,249,75,60,76,133,30,1,0,0,2,0
1741,2,0,1,194,2,1,5,2,1,1,1,4,0,17,25,1,0,1,275,83,30,76,108,30,1,0,0,2,0
1742,2,0,1,194,2,1,5,2,1,1,1,4,0,17,25,1,0,1,275,75,30,87,100,10,1,0,0,2,0
1743,2,0,1,194,2,1,5,2,1,1,1,4,0,17,25,1,0,1,275,100,60,76,100,20,0,0,0,2,0
1744,2,0,1,194,2,1,5,2,1,1,1,4,0,17,25,1,0,1,328,100,30,87,108,30,0,0,0,2,0
1745,2,0,1,194,2,1,5,2,1,1,1,4,0,17,25,1,0,1,275,83,60,87,133,30,0,0,0,2,0
1746,2,0,1,195,2,1,5,2,1,2,1,3,0,19,25,1,1,1,59,100,120,35,108,20,0,156,110,2,0
1747,2,0,1,195,2,1,5,2,1,2,1,3,0,19,25,1,1,1,66,100,60,37,133,30,0,156,88,3,0
1748,2,0,1,195,2,1,5,2,1,2,1,3,0,19,25,1,1,1,56,100,30,33,100,10,0,156,143,2,0
1749,2,0,1,195,2,1,5,2,1,2,1,3,0,19,25,1,1,1,56,83,30,35,133,20,0,96,88,3,0
1750,2,0,1,195,2,1,5,2,1,2,1,3,0,19,25,1,1,1,66,75,60,35,100,20,0,120,143,2,0
1751,2,0,1,195,2,1,5,2,1,2,1,3,0,19,25,1,1,1,59,75,120,33,133,10,0,120,88,1,0
1752,2,0,1,195,2,1,5,2,1,2,1,3,0,19,25,1,1,1,56,100,120,37,133,10,0,96,110,3,0
1753,2,0,1,195,2,1,5,2,1,2,1,3,0,19,25,1,1,1,66,83,60,33,108,10,0,96,110,3,0
1754,2,0,1,195,2,1,5,2,1,2,1,3,0,19,25,1,1,1,56,75,30,37,108,30,0,120,110,1,0
1755,2,0,1,196,2,1,5,2,1,3,0,3,0,25,2,1,1,1,135,100,120,59,108,20,0,156,100,2,1
1756,2,0,1,196,2,1,5,2,1,3,0,3,0,25,2,1,1,1,156,100,60,65,133,30,0,156,80,2,1
1757,2,0,1,196,2,1,5,2,1,3,0,3,0,25,2,1,1,1,124,100,30,54,100,10,0,156,130,2,1
1758,2,0,1,196,2,1,5,2,1,3,0,3,0,25,2,1,1,1,124,83,30,59,133,20,0,96,80,2,1
1759,2,0,1,196,2,1,5,2,1,3,0,3,0,25,2,1,1,1,156,75,60,59,100,20,0,120,130,2,1
1760,2,0,1,196,2,1,5,2,1,3,0,3,0,25,2,1,1,1,124,100,120,65,133,10,0,96,100,2,1
1761,2,0,1,196,2,1,5,2,1,3,0,3,0,25,2,1,1,1,135,75,120,54,133,10,0,120,80,2,1
1762,2,0,1,196,2,1,5,2,1,3,0,3,0,25,2,1,1,1,156,83,60,54,108,10,0,96,100,2,1
1763,2,0,1,196,2,1,5,2,1,3,0,3,0,25,2,1,1,1,124,75,30,65,108,30,0,120,100,2,1
1764,2,0,1,197,2,1,5,2,1,2,0,2,0,25,22,1,0,1,56,100,120,23,100,30,1,0,0,2,1
1765,2,0,1,197,2,1,5,2,1,2,0,2,0,25,22,1,0,1,46,75,120,25,100,30,0,0,0,2,1
1766,2,0,1,197,2,1,5,2,1,2,0,2,0,25,22,1,0,1,56,75,120,27,108,20,1,0,0,2,1
1767,2,0,1,197,2,1,5,2,1,2,0,2,0,25,22,1,0,1,49,75,60,27,108,10,0,0,0,2,1
1768,2,0,1,197,2,1,5,2,1,2,0,2,0,25,22,1,0,1,49,83,120,27,100,30,0,0,0,2,1
1769,2,0,1,197,2,1,5,2,1,2,0,2,0,25,22,1,0,1,46,83,60,27,100,20,1,0,0,2,1
1770,2,0,1,197,2,1,5,2,1,2,0,2,0,25,22,1,0,1,46,100,60,25,108,10,1,0,0,2,1
1771,2,0,1,197,2,1,5,2,1,2,0,2,0,25,22,1,0,1,46,83,120,23,108,20,0,0,0,2,1
1772,2,0,1,197,2,1,5,2,1,2,0,2,0,25,22,1,0,1,49,100,30,27,133,20,1,0,0,1,1
1773,2,0,1,198,2,1,6,1,1,2,1,2,1,2,1,1,1,1,117,4200,30,49,5040,10,0,90,40,2,0
1774,2,0,1,198,2,1,6,1,1,2,1,2,1,2,1,1,1,1,117,4200,120,45,6720,10,1,117,65,2,0
1775,2,0,1,198,2,1,6,1,1,2,1,2,1,2,1,1,1,1,117,3780,30,42,6720,20,0,117,50,2,0
1776,2,0,1,198,2,1,6,1,1,2,1,2,1,2,1,1,1,1,92,3780,60,42,6720,30,1,72,65,1,0
1777,2,0,1,198,2,1,6,1,1,2,1,2,1,2,1,1,1,1,100,4200,30,42,5460,30,1,117,40,2,0
1778,2,0,1,198,2,1,6,1,1,2,1,2,1,2,1,1,1,1,100,3780,30,45,5040,10,1,72,50,2,0
1779,2,0,1,198,2,1,6,1,1,2,1,2,1,2,1,1,1,1,100,5040,60,42,5040,20,0,72,40,2,0
1780,2,0,1,198,2,1,6,1,1,2,1,2,1,2,1,1,1,1,117,5040,30,45,5460,30,0,72,65,2,0
1781,2,0,1,198,2,1,6,1,1,2,1,2,1,2,1,1,1,1,100,4200,60,45,6720,30,0,90,50,2,0
1782,2,0,1,199,2,1,6,1,1,3,0,4,1,23,22,1,1,1,106,5040,120,64,5040,30,1,90,50,0,1
1783,2,0,1,199,2,1,6,1,1,3,0,4,1,23,22,1,1,1,106,3780,120,68,5460,20,1,72,40,0,1
1784,2,0,1,199,2,1,6,1,1,3,0,4,1,23,22,1,1,1,82,3780,120,66,5040,30,0,117,40,0,1
1785,2,0,1,199,2,1,6,1,1,3,0,4,1,23,22,1,1,1,90,3780,60,68,5460,10,0,117,65,0,1
1786,2,0,1,199,2,1,6,1,1,3,0,4,1,23,22,1,1,1,90,4200,120,68,5040,30,0,72,65,0,1
1787,2,0,1,199,2,1,6,1,1,3,0,4,1,23,22,1,1,1,82,5040,60,66,5460,10,1,90,40,0,1
1788,2,0,1,199,2,1,6,1,1,3,0,4,1,23,22,1,1,1,82,4200,60,68,5040,20,1,117,50,0,1
1789,2,0,1,199,2,1,6,1,1,3,0,4,1,23,22,1,1,1,90,5040,30,68,6720,20,1,90,65,0,1
1790,2,0,1,199,2,1,6,1,1,3,0,4,1,23,22,1,1,1,82,4200,120,64,5460,20,0,90,65,0,1
1791,2,0,1,200,2,1,6,1,1,3,1,2,1,17,1,1,0,1,101,5040,120,31,5040,30,1,0,0,2,0
1792,2,0,1,200,2,1,6,1,1,3,1,2,1,17,1,1,0,1,80,3780,120,34,5040,30,0,0,0,2,0
1793,2,0,1,200,2,1,6,1,1,3,1,2,1,17,1,1,0,1,101,3780,120,38,5460,20,1,0,0,2,0
1794,2,0,1,200,2,1,6,1,1,3,1,2,1,17,1,1,0,1,87,3780,60,38,5460,10,0,0,0,1,0
